DATE,NAME,LOCATION,LOCATION_NOTES,WEBSITE,FACEBOOK,INSTAGRAM,STORY,VIDEO
2023-07-06,Frenchy's Chicken,"4646 Scott St, Houston TX 77004",Multiple locations,https://frenchyschicken.com/,https://www.facebook.com/frenchyschicken/,https://www.instagram.com/frenchyschicken/,https://abc13.com/houston-restaurants-food-frenchys-chicken-percy-creuzot/6358591/,https://abc13.com/video/embed/?pid=6358591
2022-01-21,Fried Everything,"911 West Road, Houston, TX 77038",,https://www.doordash.com/store/fried-everything-houston-955789/,https://www.facebook.com/p/Fried-Everything-100064598840211/,https://www.instagram.com/fried_everything/,https://abc13.com/fried-everything-carnival-food-restaurants-taylor-janneh/11130368/,https://abc13.com/video/embed/?pid=11130368
2022-02-24,Gatlin's BBQ,"3510 Ella Blvd, Houston, TX 77018",,https://www.gatlinsbbq.com/,https://www.facebook.com/profile.php?id=100063586330300,https://www.instagram.com/gatlinsbarbecue,https://abc13.com/gatlins-bbq-greg-gatlin-houston-texas-family/6291867/,https://abc13.com/video/embed/?pid=6291867
2022-06-22,George Country Sports Bar,"617 Fairview St, Houston, TX 77006",,N/A,https://www.facebook.com/p/George-Country-Sports-Bar-100063725311311/,N/A,https://abc13.com/george-country-sports-bar-konar-montrose-houston-gay-bars/10800260/,https://abc13.com/video/embed/?pid=10800260
2023-11-14,Gessner's Grub,"25131 Melda Rd, Spring, TX 77380",,https://gessnersgrubbbqco.com/,https://www.facebook.com/PDGessner.pitmaster/,https://www.instagram.com/gessnersgrub/,https://abc13.com/gessners-grub-bbq-the-woodlands-brisket/14057730/,https://abc13.com/video/embed/?pid=14057730
2024-02-02,Gypsy Joynt Cafe,"6105 Stewart Rd, Galveston TX 77551",,https://www.gypsyjoynt.com/,https://www.facebook.com/gypsyjoyntgalveston/,N/A,https://abc13.com/gypsy-joynt-king-cake-galveston-mardi-gras/14381776/,https://abc13.com/video/embed/?pid=14381744
2023-12-13,Hamsa,"5555 Morningside Dr #100, Houston TX 77005",,https://www.hamsahtx.com/,https://www.facebook.com/Hamsahtx/,https://www.instagram.com/hamsahtx/,https://abc13.com/sufganiyot-hanukkah-dessert-hamsa-restaurant-rice-village/14178867/,https://abc13.com/video/embed/?pid=14178867
2021-01-28,Hank's Ice Cream ,"9291 Main St, Houston, TX 77025",,N/A,https://www.facebook.com/p/Hanks-Ice-Cream-Parlor-100064148255714/,N/A,https://abc13.com/ice-cream-in-houston-best-beyonce-hanks/5722261/,https://abc13.com/video/embed/?pid=5722261
2022-11-24,Hebert's Specialty Meats,"1023 Dairy Ashford Rd, Houston TX 77079",,https://hebertsspecialtymeats.com/,https://www.facebook.com/profile.php?id=100057340785617,https://www.instagram.com/heberts.specialty.meats/,https://abc13.com/turducken-what-to-make-for-thanksgiving-popular-dishes-food/5694341/,https://abc13.com/video/embed/?pid=5694341
2023-05-18,Himalaya Restaurant,"6652 Southwest Freeway, Houston TX 77074",,http://himalayarestauranthouston.com/,https://www.facebook.com/himalayahouston,https://www.instagram.com/himalayahouston,https://abc13.com/kaiser-lashkari-himalaya-restaurant-indian-food/10033144/,https://abc13.com/video/embed/?pid=10033144
2021-06-25,Hobbit Cafe,"2243 Richmond Ave, Houston, TX 77098",,https://hobbitcafehtx.com/,https://www.facebook.com/HobbitCafe/,https://www.instagram.com/hobbitcafe/,https://abc13.com/hobbit-caf-houston-lord-of-the-rings-bars/8076809/,https://abc13.com/video/embed/?pid=8076809
2023-04-25,Home Run Dugout,"1220 Grand West Blvd Katy, TX 77449",,https://www.homerundugout.com/,https://www.facebook.com/HomeRunDugout/,https://www.instagram.com/homerundugout/,https://abc13.com/baseball-softball-home-run-homerun/13185269/,https://abc13.com/video/embed/?pid=13185269
2021-08-06,Honor Cafe,"103 North Thompson St, Conroe, TX 77301",,https://honorcafe.us/,https://www.facebook.com/HonorCafeConroe,https://www.instagram.com/HonorCafeConroe,https://abc13.com/honor-cafe-in-conroe-military-restaurant-war-memorabilia-museums/7898264/,https://abc13.com/video/embed/?pid=7895536
2022-07-01,Houston Farmers Market,"2520 Airline Drive, Houston, TX 77009",,https://thehoustonfarmersmarket.com/,https://www.facebook.com/TheHoustonFarmersMkt/,https://www.instagram.com/houstonfarmersmarket/,https://abc13.com/housto-farmers-market-wild-oats-underbelly-burger-armers-markets-in-houston/12051505/,https://abc13.com/video/embed/?pid=12051505
2020-03-13,Houston Sauce Pit,"5000 Almeda Rd, Houston, TX 77004",,https://houstonsaucepit.com/,https://www.facebook.com/houstonsaucepit/,https://www.instagram.com/houstonsaucepit,https://abc13.com/houston-sauce-pit-bbq-vegan-food-truck/6011052/,https://abc13.com/video/embed/?pid=6011052
2022-07-12,Howdy Homemade Ice Cream,"20920 Katy Freeway Suite #S, Katy, TX 77449",,https://www.howdyhomemadekaty.com/,https://www.facebook.com/howdyhomemadekaty,https://www.instagram.com/howdyhomemadekaty,https://abc13.com/ice-cream-special-needs-trae-tha-truth-howdy-homemade/10949729/,https://abc13.com/video/embed/?pid=10949729
2022-10-06,Irma's Original ,"22 N Chenevert St, Houston, TX 77002",,https://irmasoriginal.com/,https://www.facebook.com/irmasoriginal/,https://www.instagram.com/irmasoriginal,https://abc13.com/irmas-original-irma-galvan-mexican-restaurant-in-downtown-houston-restaurants-near-minute-maid-park/11644655/,https://abc13.com/video/embed/?pid=11644044
2022-07-22,Julep ,"1919 Washington Ave, Houston, TX 77007",,https://www.julephouston.com/,https://www.facebook.com/julepHOU,https://www.instagram.com/julephou/,https://abc13.com/julep-bars-in-houston-james-beard-award-bar-wins/12065601/,https://abc13.com/video/embed/?pid=12065601
2023-01-31,Jun ,"420 E 20th St, Houston TX 77008",,https://bykinhtx.com/,https://www.facebook.com/bykinhtx/,https://www.instagram.com/bykin_htx/,https://abc13.com/evelyn-garcia-top-chef-kin-htx-jun-by/11845276/,https://abc13.com/video/embed/?pid=11845276
2022-10-31,La Carafe,"813 Congress St, Houston TX 77002",,https://www.owlnet.rice.edu/~hans320/projects/lacarafe/,https://www.facebook.com/profile.php?id=100063761131450,N/A,https://abc13.com/haunted-houston-bars-localish-ghosts-in/5661655/,https://abc13.com/video/embed/?pid=5661620
2023-10-03,La Casita,"18043 County Rd 127, Pearland, TX 77581",,N/A,https://www.facebook.com/LaCasitaTxMx/,https://www.instagram.com/LaCasitaTxMx/,https://abc13.com/la-casita-pearland-evangelina-castillo-mexican-restaurant/13859647/,https://abc13.com/video/embed/?pid=13859647
2023-05-01,La Cocina,"515 FM 359, Richmond TX 77406",,https://lacocinarestaurant.com/,https://www.facebook.com/LaCocinaMexicanRestaurant/,N/A,https://abc13.com/la-cocina-richmond-texas-tex-mex/6265443/,https://abc13.com/video/embed/?pid=6265443
2023-07-16,Lenox Bar-B-Q,"5420 Harrisburg Dr, Houston, TX 77011",,https://www.lenoxbbq.com/,https://www.facebook.com/LenoxBBQandCatering,N/A,https://abc13.com/houston-food-barbecue-best-bbq-lenox/6424267/,https://abc13.com/video/embed/?pid=6424267
2022-09-12,Little Matt's ,"6203 Edloe St, Houston, TX, 77005",,https://littlemattscafe.com/,https://www.facebook.com/littlematts/,https://www.instagram.com/littlematts_westu/,https://abc13.com/little-matts-texas-childrens-hospital-jim-reid-bill-lillard/5579374/,https://abc13.com/video/embed/?pid=5579374
2022-02-01,Lucillie's,"5512 La Branch St, Houston, TX 77004",,https://lucilleshouston.com/,https://www.facebook.com/LucillesHouston/,https://www.instagram.com/lucilleshouston/,https://abc13.com/6315779/,https://abc13.com/video/embed/?pid=6315779
2022-09-26,Marini's Empanadas,"10001 Westheimer Rd #2570, Houston, TX 77042",,https://www.theoriginalmarinis.com/,https://www.facebook.com/TheOriginalMarinisEmpanadaHouse/,https://www.instagram.com/marinis_houston,https://abc13.com/original-marinis-empanada-house-marcello-marini-empanadas-argentinian-food-houston/6358497/,https://abc13.com/video/embed/?pid=6358497
2023-09-15,Michy's Chino Boricua,"2424 Greenhouse Rd. #180, Houston, TX 77084",,https://www.michys.co/,https://www.facebook.com/eatmichys,https://www.instagram.com/eatmichys,https://abc13.com/michys-puerto-rico-houston-chinese-food/13768492/,https://abc13.com/video/embed/?pid=13768492
2022-09-29,Molina's Cantina,"7901 Westheimer Rd, Houston, TX 77063",Multiple locations,https://www.molinascantina.com/,https://www.facebook.com/molinascantina,https://www.instagram.com/molinascantina/,https://abc13.com/molinas-cantina-raul-molina-houston-restaurants-tex-mex/6793498/,https://abc13.com/video/embed/?pid=6793498
2021-07-20,Monument Inn,"4406 Independence Parkway South, La Porte, TX 77571",,https://monumentinn.com/,https://www.facebook.com/MonumentInn/,https://www.instagram.com/monumentinn,https://abc13.com/monument-inn-la-porte-restaurants-houston-seafood-cinnamon-rolls/7933504/,https://abc13.com/video/embed/?pid=7933504
2023-02-15,Ms. Myrtle's Bakery Shoppe,"2020 Emancipation Ave, Houston TX 77003",,https://msmyrtlesbakery.com/,N/A,N/A,https://abc13.com/ms-myrtles-bakery-shoppe-third-ward-houston-black-owned/12825238/,https://abc13.com/video/embed/?pid=12825238
2024-03-08,Original Vintage Movie Posters,"5717 Second St. Katy, TX 77493",,https://originalvintagemovieposters.com/,https://www.facebook.com/VintageMovie/,,https://abc13.com/videoClip/posters-movies-vintage-art/14479498/,https://abc13.com/video/embed/?pid=14479498
2022-06-03,Pearl Bar Houston ,"4216 Washington Ave, Houston, TX 77008",,https://www.pearlhouston.com/,https://www.facebook.com/pearlbarhouston,https://www.instagram.com/pearlbarhouston/,https://abc13.com/pearl-bar-julie-mabry-houston-lesbian/10817008/,https://abc13.com/video/embed/?pid=10817008
2021-07-20,Pier 6 ,"113 6th St, San Leon, TX 77539",,https://www.pier6seafood.com/,https://www.facebook.com/pier6seafood,https://www.instagram.com/piersixseafood/,https://abc13.com/pier-6-san-leon-texas-seafood/9814144/,https://abc13.com/video/embed/?pid=9814144
2021-12-07,Pierogi Queen,"2047 W. Main St, A-8, League City, TX 77573",,https://www.pierogiqueentx.com/,https://www.facebook.com/pierogiqueentx/,https://www.instagram.com/pierogi_queen_tx,https://abc13.com/food/experience-true-polish-cuisine-at-pierogi-queen-/5638146/,https://abc13.com/video/embed/?pid=5638667
2021-06-29,PopFancy,"9393 Bellaire Blvd Suite A6, Houston, TX 77036",,https://www.popfancypops.com/,https://www.facebook.com/popfancypops,https://www.instagram.com/popfancydessertbar,https://abc13.com/popfancy-houston-asiatown-dessert-bar-gourmet-popsicles/6894000/,https://abc13.com/video/embed/?pid=6894000
2023-06-08,Popston,"3401 Harrisburg Blvd, Suite B, Houston TX 77003",,N/A,https://www.facebook.com/popstontx/,https://www.instagram.com/popstontx,https://abc13.com/popston-popsicles-ice-cream-east-downtown/12095956/,https://abc13.com/video/embed/?pid=12095956
2022-07-15,POST Houston,"401 Franklin St, Houston, TX 77201",,https://www.posthtx.com/,https://www.facebook.com/posthouston/,https://www.instagram.com/posthtx/,https://abc13.com/post-houston-abc13-downtown/11033094/,https://abc13.com/video/embed/?pid=11033127
2022-11-18,Project Halo Brewing,"6520 Farm to Market 359 S. Suite 500 Fulshear, TX 77441",,https://www.projecthalobrewing.com/,https://www.facebook.com/projecthalobrewing,https://www.instagram.com/projecthalobrewing,https://abc13.com/project-halo-brewing-nano-brewery-beer-us-army-special-forces/12468486/,https://abc13.com/video/embed/?pid=12468486
2022-05-11,Raja Sweets,"5667 Hillcroft, Houston, TX, 77036",,https://rajasweets.co/,https://www.facebook.com/raja.sweets,https://www.instagram.com/raja.sweets/,https://abc13.com/indian-food-raja-sweets-houston-sharan-gahunia/10223553/,https://abc13.com/video/embed/?pid=10223553
2024-01-11,Rock Solid Martial Arts,"906 Avenue A, Katy, TX 77493",,https://rocksolidktx.gymdesk.com/,https://www.facebook.com/rocksolidtkd,https://www.instagram.com/rocksolidtkd,https://abc13.com/rock-solid-martial-arts-marvel-echo-deaf-community/14311436/,https://abc13.com/video/embed/?pid=14311465
2022-09-15,Silvia's Enchilada Kitchen,"1140 Eldridge Parkway, Houston, TX 77077",Multiple locations,https://www.sylviasenchiladas.com/,https://www.facebook.com/SylviasEldridge,https://www.instagram.com/sylviasenchiladas/,https://abc13.com/sylvias-enchilada-kitchen-mexican-restaurants-in-houston-the-queen-cookbook/12232495/,https://abc13.com/video/embed/?pid=12232495
2024-01-19,Sipple,"2410 Quenby St Ste 100, Houston, TX 77005",,https://www.sipple.co/?gclid=EAIaIQobChMItLzA2p35gwMVUG5_AB3IewgwEAAYASAAEgI-j_D_BwE,,https://www.instagram.com/sipple.co/,https://abc13.com/sipple-dry-january-alcohol-free-health/14340913/,https://abc13.com/video/embed/?pid=14340913
2023-12-29,Sloomoo Institute,"7620 Katy Fwy Suite 360, Houston, TX 77024",,https://sloomooinstitute.com/pages/sloomoo-houston,https://www.facebook.com/SloomooInstitute/,https://www.instagram.com/sloomooinstitute/,https://abc13.com/sloomoo-institude-slime-houston-experience-adventure/14240992/,https://abc13.com/video/embed/?pid=14240992
2022-09-22,Tacos Dona Lena,"8788 Hammerly Blvd, Houston, TX 77080",,https://www.donalenatacos.com/,https://www.facebook.com/tacosdonalena/,https://www.instagram.com/tacosdonalena/,https://abc13.com/tacos-doa-lena-angel-cabrera-in-spring-branch-best-houston/12250817/,https://abc13.com/video/embed/?pid=12250817
2023-08-23,Taste of Texas,"10505 Katy Fwy, Houston, TX 77024",,https://www.tasteoftexas.com/,https://www.facebook.com/TheTasteofTexas/,https://www.instagram.com/tasteoftexas/,https://abc13.com/taste-of-texas-nina-hendee-edd-houston-restaurants/10419452/,https://abc13.com/video/embed/?pid=10419452
2023-02-06,Telfair Spices,"1219 Museum Square Dr, Suite 100, Sugar Land, TX 77479",,N/A,https://www.facebook.com/TelfairSpices/,N/A,https://abc13.com/telfair-spices-indian-pakistan-food-houston-sugar-land-grocery-store-in/12778725/,https://abc13.com/video/embed/?pid=12778725
2023-05-10,Texana Cafe,"7440 FM 359S, Fulshear TX, 77441",,https://www.texanacafe.com/,https://www.facebook.com/texanacafe,https://www.instagram.com/texanacafe_fulshear/,https://abc13.com/caf-texana-autism-jobs-for-adults-with-intellectual-disabilities/13230812/,https://abc13.com/video/embed/?pid=13230812
2020-08-31,The Backyard Grill,"9453 Jones Rd, Houston, TX 77065",,https://www.thebackyardgrill.com/,https://www.facebook.com/thebyghouston,https://www.instagram.com/thebackyardgrill/,https://abc13.com/houston-food-cypress-restaurants-challenge/6399294/,https://abc13.com/video/embed/?pid=6399294
2022-01-24,The Bearded Baker,"518 W. 11th St. Suite 400, Houston, TX 77008",,https://thebeardedbakertx.com/,https://www.facebook.com/thebeardedbakertx,https://www.instagram.com/thebeardedbakertx,https://abc13.com/how-to-make-cookies-cookie-recipes-food-network-cooking-the-bearded-baker/5835414/,https://abc13.com/video/embed/?pid=5835414
2022-03-23,The Blind Goat,"8145 Long Point Rd, Houston, TX 77055",,https://www.theblindgoat.com/,https://www.facebook.com/theblindgoathtx,https://www.instagram.com/theblindgoathtx/,https://abc13.com/the-blind-goat-restaurant-chef-christine-ha-houston/5455529/,https://abc13.com/video/embed/?pid=5455919
2021-10-04,The Original Ninfa's ,"2704 Naviagation Blvd, Houston, TX 77003",Multiple locations,https://ninfas.com/,https://www.facebook.com/TheOriginalNinfas,https://www.instagram.com/ninfasoriginal/,https://abc13.com/ninfas-navigation-houston-restaurant-food-tex-mex/6422319/,https://abc13.com/video/embed/?pid=6422319
2021-06-22,The Pit Room,"1201 Richmond Ave, Houston, TX 77006",,https://thepitroombbq.com/,https://www.facebook.com/ThePitRoom/,https://www.instagram.com/thepitroom,https://abc13.com/barbecue-bbq-texas-houston/10326447/,https://abc13.com/video/embed/?pid=10326447
2023-03-23,Tony's,"3755 Richmond Ave, Houston TX 77046",,https://www.tonyshouston.com/,https://www.facebook.com/tonyshouston/,https://www.instagram.com/tonyshouston/,https://abc13.com/tony-vallone-tonys-fine-dining-houston-restaurants/12059306/,https://abc13.com/video/embed/?pid=12059306
2021-09-21,Treebeards,"1117 Texas Ave, Houston, TX 77002",,https://treebeards.com/,https://www.facebook.com/treebeardsrestaurant/,https://www.instagram.com/treebeardsrestaurant/,https://abc13.com/treebeards-houston-texas-cajun-creole/6292835/,https://abc13.com/video/embed/?pid=6292835
2023-08-11,Trill Burgers,"3607 S Shepherd Dr, Houston, TX 77098",,https://www.trill-burgers.com/,https://www.facebook.com/trillburgers/,https://www.instagram.com/trillburgers/,https://abc13.com/trill-burgers-bun-b-houston-best-burger/13630127/,https://abc13.com/video/embed/?pid=13630127
2020-04-01,Turkey Leg Hut,"4830 Almeda Rd, Ste A/B, Houston, TX 77004",,https://www.theturkeyleghut.com/,https://www.facebook.com/turkeyleghut/,https://www.instagram.com/turkeyleghut,https://abc13.com/turkey-leg-hut-legs-houston-wait-time-location/6069014/,https://abc13.com/video/embed/?pid=6069189
2021-02-12,Vallensons' Brewing Company,"4081 Rice Drier Road, Pearland, TX 77581",,https://www.vallensons.com/,https://www.facebook.com/vallensons/,https://www.instagram.com/vallensons/,https://abc13.com/vallensons-brewing-company-valle-kauniste-houston-craft-beer-beers/10004438/,https://abc13.com/video/embed/?pid=10004438
2021-11-11,Victory Pie Co. ,"32907 Tamina Rd, Magnolia, TX 77354",,https://victorypiecompany.com/,https://www.facebook.com/victorypiecompany,https://www.instagram.com/victorypiecompany/,https://abc13.com/victory-pie-company-veterans-day-veterans-shop/11219344/,https://abc13.com/video/embed/?pid=11219344
2023-05-03,Villa Arcos,"3009 Navigation Blvd, Houston TX 77003",,https://www.originalvillaarcos.com/,https://www.facebook.com/OriginalVillaArcos/,https://www.instagram.com/originalvillaarcos/,https://abc13.com/villa-arcos-east-end-houston-breakfast-tacos-jacob-torres/13212778/,https://abc13.com/video/embed/?pid=13212778
2022-11-20,White Rhino,"319 Milby St, Houston TX 77003",,https://www.whiterhinohoustontx.com/,https://www.facebook.com/whiterhinohtx,https://www.instagram.com/whiterhinohtx/,https://abc13.com/white-rhino-houston-bars-east-end-eado/12482292/,https://abc13.com/video/embed/?pid=12482292
2023-03-17,Xalisco,"1335 Lake Woodlands Dr, Suite B, The Woodlands TX 77380",,http://www.xalisko.com/,https://www.facebook.com/profile.php?id=100087635275186,https://www.instagram.com/xalisko_woodlands/,https://abc13.com/chef-beatriz-martines-xalisko-restaurant-the-woodlands-mexican-houston/12968953/,https://abc13.com/video/embed/?pid=12968953
2022-03-02,Yummy Tummy Bakery,"241 FM 1960 Bypass Rd. E, Humble, TX 77338",,https://www.yummytummyhumble.com/,https://www.facebook.com/YummyTummyPastriesTX/,https://www.instagram.com/yummytummypastries/?hl=en,https://abc13.com/yummy-tummy-pastries-humble-texas-food-in-restaurants/5663422/,https://abc13.com/video/embed/?pid=5663422
2022-10-26,Zalat Pizza,"2303 W. Holcombe Blvd Suite B, Houston TX 77030",Multiple locations,https://zalatpizza.com/,https://www.facebook.com/zalatpizza/,https://www.instagram.com/zalatpizza,https://abc13.com/zalat-pizza-khanh-nyguen-restaurant-chain-texas/12386971/,https://abc13.com/video/embed/?pid=12386971
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
